ETA,SIGMA,N,mse,esp_neuronal
0.125,0.1,24000,0.005509692400417863,154.08235350773322
0.125,0.1,25000,0.005483649413928116,160.64798239593176
0.125,0.1,26000,0.005435030174150694,166.13958315323725
0.125,0.1,27000,0.005503769283731438,167.23970689230455
0.125,0.1,28000,0.005437335269462819,172.3924695164366
0.125,0.1,29000,0.00541494196006328,170.99329928094136
0.125,0.1,30000,0.005422889375524258,172.60116182578616
0.125,0.1,31000,0.005425835091542397,175.39706342512108
0.125,0.1,32000,0.005428314152963441,177.98984814417219
0.125,0.1,33000,0.005425785587876239,176.62212216257186
0.125,0.1,34000,0.005439999039235685,178.55841943462576
0.125,0.1,35000,0.005469685671019296,182.1902641083689
0.125,0.1,36000,0.005448468452539093,187.84234830779934
0.125,0.1,37000,0.005406031667983671,187.58889748089854
0.125,0.1,38000,0.0054408205871299105,187.85312118888095
0.125,0.1,39000,0.005416931302514975,189.04616715392928
0.125,0.1,40000,0.005386320089489356,195.50103822459968
0.125,0.1,41000,0.005388492996695815,195.85421261434368
0.125,0.1,42000,0.005364041190641417,197.05508497820276
0.125,0.1,43000,0.005423266796878179,195.4443048370161
0.125,0.1,44000,0.005421640351154902,194.90153958856735
0.125,0.1,45000,0.00529261695486346,193.68720530749505
0.125,0.1,46000,0.005405266494264808,190.68468314781802
0.125,0.1,47000,0.005383790317891405,192.67058273474044
0.125,0.1,48000,0.005411018251415535,193.71036835437187
0.125,0.1,49000,0.005417384687017263,194.7638405403343
0.125,0.2,1000,0.0063838480469728676,191.30241541313677
0.125,0.2,2000,0.006118758954134612,192.76269185201681
0.125,0.2,3000,0.00596149425458428,192.28952099791678
0.125,0.2,4000,0.005967668370988127,191.83532451374646
0.125,0.2,5000,0.005856897854465228,189.47399535556087
0.125,0.2,6000,0.005787055204326424,192.10200648856616
0.125,0.2,7000,0.005718776631287977,191.54653935800735
0.125,0.2,8000,0.005625305939455894,191.2362799062926
0.125,0.2,9000,0.005770745507969516,185.85244512129
0.125,0.2,10000,0.005652218062115874,186.49754235403776
0.125,0.2,11000,0.005652125927865253,189.47457670759007
0.125,0.2,12000,0.005636701735690088,189.19139501217484
0.125,0.2,13000,0.005557247774580852,187.8676660461456
0.125,0.2,14000,0.005563278897498745,187.91377111884495
0.125,0.2,15000,0.005579328122565641,187.4975577547436
0.125,0.2,16000,0.005594171274703843,185.1521784357746
0.125,0.2,17000,0.005566943983730975,187.81212695081723
0.125,0.2,18000,0.00552060886378934,185.31541334563008
0.125,0.2,19000,0.00550799560839106,188.52919455694132
0.125,0.2,20000,0.0054528976334035605,187.64222497799543
0.125,0.2,21000,0.00544643397630175,190.6130710973892
0.125,0.2,22000,0.005512562846734449,190.4712158213997
0.125,0.2,23000,0.005501307928665166,190.0104369957413
0.125,0.2,24000,0.005502823860283,192.1552232175471
0.125,0.2,25000,0.005398821210854633,191.16629834699884
0.125,0.2,26000,0.005429108015398908,190.64969110529162
0.125,0.2,27000,0.005480537895127764,194.5567115090721
0.125,0.2,28000,0.0054452009903719414,193.88621902892598
0.125,0.2,29000,0.005428223537639125,192.32768594465014
0.125,0.2,30000,0.005457380091612602,196.99327160284838
0.125,0.2,31000,0.005453908065652028,195.1611268822907
0.125,0.2,32000,0.005510527089056657,194.26047260180533
0.125,0.2,33000,0.005469467473658267,188.3614485712074
0.125,0.2,34000,0.005406277507996933,185.2217893427632
0.125,0.2,35000,0.005404430923519492,186.86848208969272
0.125,0.2,36000,0.005435940233254723,182.3406410784012
0.125,0.2,37000,0.005472378073493318,181.81659689971255
0.125,0.2,38000,0.005443333260407235,186.9420941873109
0.125,0.2,39000,0.005406732949322439,188.91658891317303
0.125,0.2,40000,0.005418305141648904,189.03135625832584
0.125,0.2,41000,0.005434169146721646,185.81439468973085
0.125,0.2,42000,0.005449761610591266,185.8126555061007
0.125,0.2,43000,0.005375523694063309,184.89244037294074
0.125,0.2,44000,0.005402245067610154,186.09270959374263
0.125,0.2,45000,0.005435514855067528,188.326858689214
0.125,0.2,46000,0.005408411925246821,190.40344591031933
0.125,0.2,47000,0.005415151674893334,191.49709395462855
0.125,0.2,48000,0.0054277471730993015,194.60849990177485
0.125,0.2,49000,0.005374204691300335,200.75074922206767
0.125,0.3,1000,0.006680434626244601,183.95413358769298
0.125,0.3,2000,0.00694094669776169,166.37745724292822
0.125,0.3,3000,0.006918591132313372,155.82756805698378
